Date,Open,High,Low,Close,AdjClose,Volume
2022-12-21,81.349998,82.139999,80.940002,81.500000,80.280411,5932400
2022-12-22,80.940002,81.169998,79.430000,80.489998,79.285522,8181400
2022-12-23,80.510002,80.900002,79.989998,80.849998,79.640137,4129100
2022-12-27,80.879997,81.470001,80.610001,80.980003,79.768188,4290700
2022-12-28,81.089996,81.639999,80.190002,80.330002,79.127922,3794000
2022-12-29,80.970001,81.800003,80.699997,81.400002,80.181908,3867800
2022-12-30,81.129997,81.930000,80.760002,81.739998,80.516815,5375700
2023-01-03,82.470001,83.839996,82.260002,83.720001,82.467186,8997500
2023-01-04,84.199997,85.169998,83.639999,84.480003,83.215813,7836200
2023-01-05,85.000000,85.400002,83.220001,84.309998,83.048355,7643800
2023-01-06,84.739998,86.339996,83.820000,85.660004,84.378159,8641600
2023-01-09,86.839996,87.589996,86.160004,86.419998,85.445984,7519700
2023-01-10,85.639999,86.610001,85.570000,86.500000,85.525085,5703300
2023-01-11,87.370003,88.660004,87.089996,88.599998,87.601410,8359700
2023-01-12,88.699997,89.199997,88.169998,88.779999,87.779381,6071100
2023-01-13,87.949997,89.470001,87.660004,89.199997,88.194656,5090800
2023-01-17,89.190002,89.440002,88.430000,88.599998,87.601410,6550400
2023-01-18,88.599998,88.629997,86.599998,86.709999,85.732719,6397700
2023-01-19,86.400002,86.989998,85.260002,85.940002,84.971397,5597000
2023-01-20,86.029999,87.379997,85.500000,87.250000,86.266632,5567300
2023-01-23,87.190002,89.129997,86.970001,88.970001,87.967247,7390200
2023-01-24,89.050003,90.099998,88.000000,89.699997,88.689018,7004600
2023-01-25,88.699997,89.860001,87.739998,89.639999,88.629692,5896800
2023-01-26,89.889999,90.489998,89.089996,89.830002,88.817551,7302800
2023-01-27,89.500000,89.720001,88.959999,88.989998,87.987015,5676800
2023-01-30,88.470001,88.620003,86.989998,87.349998,86.365501,6255300
2023-01-31,87.690002,88.480003,87.349998,88.459999,87.462990,6200400
2023-02-01,88.370003,90.650002,88.209999,90.050003,89.035072,6141300
2023-02-02,90.660004,91.220001,88.949997,89.379997,88.372620,8269200
2023-02-03,88.470001,90.260002,88.269997,89.620003,88.609924,5671800
2023-02-06,89.510002,89.610001,88.400002,88.529999,87.532204,4097200
2023-02-07,87.870003,88.019997,86.300003,87.739998,86.751106,9226000
2023-02-08,86.930000,87.919998,86.510002,86.690002,85.712936,7624400
2023-02-09,87.139999,87.900002,86.330002,86.650002,85.673393,4960300
2023-02-10,86.529999,87.379997,86.339996,87.139999,86.157875,5318400
2023-02-13,87.279999,89.449997,87.199997,89.419998,88.412170,5560900
2023-02-14,89.000000,89.410004,87.709999,89.089996,88.085892,7484800
2023-02-15,88.849998,89.209999,88.029999,88.339996,87.344345,4329900
2023-02-16,87.459999,88.269997,87.010002,87.720001,86.731331,5942500
2023-02-17,87.199997,87.430000,86.510002,87.279999,86.296288,6398400
2023-02-21,86.760002,86.940002,86.150002,86.199997,85.228455,5260300
2023-02-22,86.680000,87.180000,85.980003,86.320000,85.347115,5840100
2023-02-23,87.150002,89.480003,87.059998,88.580002,87.581642,8637100
2023-02-24,87.309998,88.889999,87.139999,88.660004,87.660744,7659200
2023-02-27,88.860001,88.970001,87.360001,87.959999,86.968628,6748800
2023-02-28,87.699997,88.010002,87.180000,87.400002,86.414940,7468000
2023-03-01,86.900002,87.209999,85.989998,86.339996,85.366890,5119800
2023-03-02,86.059998,87.279999,85.870003,86.970001,85.989784,5293600
2023-03-03,87.320000,89.290001,87.080002,89.250000,88.244087,5498500
2023-03-06,89.410004,90.669998,89.150002,89.739998,88.728561,7424800
2023-03-07,89.580002,90.080002,88.050003,88.360001,87.364120,5382400
2023-03-08,88.400002,89.089996,88.150002,88.489998,87.492653,5159200
2023-03-09,88.330002,89.639999,86.529999,86.870003,85.890915,10572300
2023-03-10,84.410004,85.250000,82.879997,84.070000,83.122475,16029300
2023-03-13,83.320000,85.529999,82.040001,84.930000,83.972778,10299800
2023-03-14,85.930000,85.930000,83.430000,84.559998,83.606949,8732200
2023-03-15,83.080002,83.370003,82.120003,82.980003,82.044762,11463000
2023-03-16,82.919998,85.110001,82.080002,84.820000,83.864021,10148100
2023-03-17,85.000000,85.980003,84.610001,85.260002,84.299065,13065800
2023-03-20,85.279999,87.510002,85.250000,86.959999,85.979904,9177300
2023-03-21,87.489998,87.849998,86.660004,87.580002,86.592918,6683700
2023-03-22,87.540001,89.160004,87.440002,87.900002,86.909302,7233700
2023-03-23,88.650002,89.639999,87.639999,87.779999,86.790657,10747100
2023-03-24,87.980003,88.480003,87.510002,88.010002,87.018066,5852100
2023-03-27,88.620003,90.500000,88.550003,90.139999,89.124054,8170100
2023-03-28,90.220001,90.879997,89.480003,89.849998,88.837318,6378900
2023-03-29,90.129997,90.660004,89.809998,90.620003,89.598648,5233600
2023-03-30,90.849998,91.180000,89.709999,90.510002,89.489891,5640700
2023-03-31,90.559998,93.000000,90.410004,92.919998,91.872719,10476300
2023-04-03,92.379997,94.000000,92.089996,93.919998,92.861450,8410900
2023-04-04,93.849998,94.019997,92.930000,94.000000,92.940552,6651500
2023-04-05,93.620003,95.110001,93.480003,94.889999,93.820518,7478800
2023-04-06,94.330002,96.080002,93.989998,95.919998,94.838913,9146200
2023-04-10,94.680000,95.110001,93.550003,93.760002,93.091461,8681500
2023-04-11,93.459999,94.129997,93.199997,93.970001,93.299965,8196000
2023-04-12,94.379997,95.320000,93.599998,93.900002,93.230469,8040300
2023-04-13,94.180000,95.750000,93.940002,95.550003,94.868698,6240200
2023-04-14,95.500000,95.989998,94.680000,95.709999,95.027557,6485100
2023-04-17,95.639999,95.989998,95.309998,95.589996,94.908409,4772400
2023-04-18,96.000000,96.739998,95.769997,96.470001,95.782143,7219400
2023-04-19,95.589996,96.470001,95.589996,95.809998,95.126839,4766200
2023-04-20,96.000000,96.150002,94.599998,94.830002,94.153831,5815500
2023-04-21,95.010002,95.309998,94.260002,95.150002,94.471550,7335800
2023-04-24,95.339996,96.080002,94.970001,95.440002,94.759483,4901700
2023-04-25,95.139999,95.699997,94.019997,94.059998,93.389313,5768800
2023-04-26,93.750000,94.809998,93.339996,93.709999,93.041817,6395500
2023-04-27,94.309998,95.089996,93.290001,95.040001,94.362335,5615700
2023-04-28,94.269997,95.400002,94.239998,94.720001,94.044617,8498500
2023-05-01,94.800003,95.730003,94.699997,94.870003,94.193550,5459800
2023-05-02,94.930000,95.239998,93.849998,94.800003,94.124046,5995100
2023-05-03,95.070000,95.419998,94.540001,94.779999,94.104187,6744800
2023-05-04,94.980003,95.120003,94.410004,94.970001,94.292831,5038200
2023-05-05,95.000000,97.309998,94.830002,96.970001,96.278572,8062700
2023-05-08,97.080002,97.279999,96.440002,96.790001,96.099861,5314800
2023-05-09,96.199997,96.889999,96.099998,96.139999,95.454483,6333500
2023-05-10,96.790001,97.680000,96.260002,97.519997,96.824646,5935300
2023-05-11,97.540001,97.629997,96.339996,97.440002,96.745224,5144500
2023-05-12,97.610001,97.919998,96.930000,97.849998,97.152298,4994700
2023-05-15,97.870003,97.959999,97.050003,97.260002,96.566505,4443700
2023-05-16,97.169998,98.849998,96.919998,98.250000,97.549446,6896500
2023-05-17,98.779999,100.400002,98.430000,99.769997,99.058609,9436000
2023-05-18,99.769997,102.459999,99.730003,102.339996,101.610275,10005700
2023-05-19,102.389999,103.070000,101.919998,102.839996,102.106720,8558900
2023-05-22,102.480003,103.099998,101.730003,101.769997,101.044342,5890500
2023-05-23,101.070000,101.430000,98.470001,98.540001,97.837372,10047300
2023-05-24,97.949997,98.879997,97.290001,98.320000,97.618950,6815900
2023-05-25,99.199997,104.660004,98.769997,104.290001,103.546379,16729600
2023-05-26,104.349998,106.230003,104.029999,104.080002,103.337875,13994100
2023-05-30,104.900002,105.980003,104.190002,105.150002,104.400253,10296700
2023-05-31,104.470001,106.489998,104.150002,105.940002,105.184616,13713500
2023-06-01,104.879997,106.610001,104.779999,105.989998,105.234253,7835900
2023-06-02,106.519997,106.769997,105.750000,105.889999,105.134972,8651600
2023-06-05,105.889999,107.599998,105.529999,106.930000,106.167557,7442000
2023-06-06,106.809998,107.489998,106.150002,107.099998,106.336342,7023000
2023-06-07,107.139999,108.370003,104.839996,105.250000,104.499535,9842500
2023-06-08,105.669998,107.790001,105.349998,107.480003,106.713631,9526700
2023-06-09,107.699997,110.150002,107.410004,109.849998,109.066734,12580100
2023-06-12,114.339996,117.510002,114.339996,116.430000,115.599815,39081500
2023-06-13,123.320000,123.989998,116.019997,116.680000,115.848038,39190900
2023-06-14,116.500000,122.510002,115.739998,122.269997,121.398170,26264200
2023-06-15,121.949997,127.540001,121.660004,126.550003,125.647659,27476700
2023-06-16,127.139999,127.400002,125.150002,125.459999,124.565430,19511500
2023-06-20,124.449997,125.250000,121.959999,122.040001,121.169815,16273000
2023-06-21,121.949997,123.360001,120.360001,122.099998,121.229385,17583000
2023-06-22,121.610001,122.589996,120.070000,120.580002,119.720230,12203400
2023-06-23,119.589996,119.900002,118.139999,118.639999,117.794060,19731600
2023-06-26,117.989998,119.430000,116.699997,116.779999,115.947319,8987000
2023-06-27,116.570000,118.459999,116.260002,117.839996,116.999756,6970400
2023-06-28,116.779999,118.620003,116.389999,116.529999,115.699097,9240500
2023-06-29,115.650002,117.800003,114.629997,117.779999,116.940186,9234300
2023-06-30,119.839996,121.730003,119.029999,119.089996,118.240845,13700600
2023-07-03,118.010002,118.250000,116.830002,117.150002,116.314682,4284700
2023-07-05,116.519997,117.010002,115.410004,115.959999,115.133171,8466500
2023-07-06,114.669998,115.809998,114.639999,115.449997,114.626801,7982800
2023-07-07,114.839996,115.980003,114.489998,114.610001,113.792793,7000800
2023-07-10,114.279999,115.029999,113.660004,114.379997,113.564430,6931000
2023-07-11,114.199997,115.000000,113.430000,114.879997,114.461151,6118600
2023-07-12,115.669998,118.089996,115.639999,116.019997,115.596992,11011600
2023-07-13,117.089996,118.580002,116.760002,117.449997,117.021782,9359600
2023-07-14,118.180000,119.970001,117.680000,119.269997,118.835144,7720900
2023-07-17,118.849998,119.970001,118.250000,118.889999,118.456535,6735900
2023-07-18,118.779999,121.290001,117.809998,120.769997,120.329674,8906700
2023-07-19,120.820000,121.360001,118.419998,118.690002,118.257263,7609000
2023-07-20,117.489998,119.050003,115.230003,115.879997,115.457504,12913000
2023-07-21,116.489998,119.269997,116.209999,117.650002,117.221054,9157300
2023-07-24,117.940002,118.540001,116.730003,118.070000,117.639519,6200400
2023-07-25,117.980003,118.510002,116.809998,117.949997,117.519958,6266300
2023-07-26,117.419998,117.620003,115.000000,115.500000,115.078896,8160000
2023-07-27,117.550003,117.599998,115.639999,116.400002,115.975609,7843000
2023-07-28,116.680000,117.300003,115.650002,115.989998,115.567101,6910400
2023-07-31,116.430000,117.239998,115.830002,117.230003,116.802589,6703100
2023-08-01,116.919998,118.040001,116.480003,117.910004,117.480110,5246000
2023-08-02,116.919998,116.980003,114.320000,115.709999,115.288124,6387800
2023-08-03,115.239998,116.169998,114.260002,114.550003,114.132362,5193800
2023-08-04,115.339996,116.400002,114.260002,114.440002,114.022758,5577500
2023-08-07,115.470001,116.379997,115.070000,116.099998,115.676704,7347000
2023-08-08,115.040001,115.610001,114.220001,115.230003,114.809883,4694800
2023-08-09,115.339996,115.709999,112.330002,113.099998,112.687637,6542400
2023-08-10,113.779999,115.089996,112.480003,112.989998,112.578041,6004100
2023-08-11,112.389999,113.480003,111.129997,113.059998,112.647789,5286300
2023-08-14,113.180000,115.809998,113.150002,115.570000,115.148636,6494200
2023-08-15,115.449997,118.059998,114.839996,117.290001,116.862366,10412200
2023-08-16,117.160004,117.809998,115.269997,115.339996,114.919472,5722000
2023-08-17,115.739998,116.779999,114.360001,114.879997,114.461151,6183900
2023-08-18,114.500000,116.989998,113.949997,116.459999,116.035393,9411600
2023-08-21,116.900002,117.349998,115.190002,116.589996,116.164917,5811200
2023-08-22,117.510002,117.680000,115.730003,116.540001,116.115105,4961100
2023-08-23,117.099998,120.449997,112.110001,117.839996,117.410355,16517300
2023-08-24,119.680000,119.730003,112.410004,112.910004,112.498337,11995900
2023-08-25,112.910004,116.150002,112.739998,116.059998,115.636848,8758100
2023-08-28,116.370003,117.709999,115.699997,116.839996,116.414001,4514800
2023-08-29,120.949997,121.209999,118.529999,120.650002,120.210114,11920500
2023-08-30,120.720001,121.739998,120.150002,121.120003,120.678406,5601800
2023-08-31,121.000000,121.980003,120.120003,120.389999,119.951065,9109800
2023-09-01,121.010002,121.690002,120.089996,120.930000,120.489098,6189900
2023-09-05,122.440002,124.279999,121.180000,123.980003,123.527977,11089600
2023-09-06,123.059998,124.580002,122.730003,124.330002,123.876701,8728500
2023-09-07,123.830002,125.959999,122.589996,125.089996,124.633926,11864400
2023-09-08,124.800003,126.690002,124.349998,126.320000,125.859444,10595500
2023-09-11,127.019997,127.419998,124.720001,126.709999,126.248016,22155600
2023-09-12,112.080002,113.300003,107.300003,109.610001,109.210365,68605700
2023-09-13,108.320000,112.940002,108.199997,111.839996,111.432236,27171000
2023-09-14,113.500000,115.139999,111.949997,113.660004,113.245605,19849700
2023-09-15,114.190002,115.199997,112.500000,113.910004,113.494690,23209500
2023-09-18,113.419998,114.470001,111.580002,112.209999,111.800888,11744100
2023-09-19,112.480003,113.739998,111.709999,112.769997,112.358841,9536100
2023-09-20,112.809998,114.699997,112.459999,112.870003,112.458481,8777100
2023-09-21,111.510002,112.500000,109.330002,109.430000,109.031021,12645800
2023-09-22,109.989998,110.599998,108.510002,109.029999,108.632477,11150000
2023-09-25,108.449997,108.650002,107.500000,108.300003,107.905144,8410000
2023-09-26,107.139999,107.400002,104.309998,104.879997,104.497612,13209000
2023-09-27,105.000000,105.279999,103.349998,104.620003,104.238564,8916400
2023-09-28,104.029999,106.599998,103.269997,106.150002,105.762985,7373600
2023-09-29,107.110001,107.370003,105.379997,105.919998,105.533821,7296100
2023-10-02,105.809998,106.730003,105.290001,106.709999,106.320938,5963500
2023-10-03,106.419998,106.500000,103.540001,104.519997,104.138924,8783300
2023-10-04,104.959999,107.300003,104.500000,107.080002,106.689590,8842700
2023-10-05,106.970001,108.440002,106.190002,108.349998,107.954956,7651500
2023-10-06,107.930000,110.529999,107.580002,109.959999,109.559090,8245600
2023-10-09,110.750000,110.970001,109.470001,110.320000,109.917778,6012400
2023-10-10,110.209999,111.059998,109.620003,109.709999,109.309998,6910400
2023-10-11,109.510002,110.059998,108.830002,109.639999,109.639999,5641700
2023-10-12,109.949997,110.919998,108.879997,109.110001,109.110001,6598500
2023-10-13,109.190002,109.510002,107.790001,108.250000,108.250000,5879400
2023-10-16,108.949997,109.589996,108.309998,108.709999,108.709999,5488000
2023-10-17,107.580002,109.790001,106.900002,109.040001,109.040001,5261800
2023-10-18,108.400002,109.730003,107.860001,108.250000,108.250000,5123900
2023-10-19,108.629997,110.220001,108.190002,108.339996,108.339996,7989200
2023-10-20,106.989998,107.040001,100.660004,101.849998,101.849998,21828800
2023-10-23,102.040001,104.690002,102.010002,103.660004,103.660004,10722600
2023-10-24,103.949997,104.459999,102.500000,103.199997,103.199997,6174000
2023-10-25,102.699997,103.669998,101.010002,101.430000,101.430000,7081700
2023-10-26,101.690002,102.389999,99.870003,100.400002,100.400002,7565600
2023-10-27,101.000000,102.089996,100.589996,100.989998,100.989998,5207900
2023-10-30,101.139999,102.410004,100.820000,101.650002,101.650002,5433700
2023-10-31,102.010002,103.519997,101.099998,103.400002,103.400002,6258400
2023-11-01,103.800003,106.199997,103.800003,105.750000,105.750000,8602400
2023-11-02,106.449997,107.220001,105.570000,106.870003,106.870003,5918300
2023-11-03,107.169998,109.070000,106.620003,108.050003,108.050003,7278500
2023-11-06,108.059998,109.209999,107.440002,109.110001,109.110001,6062800
2023-11-07,109.989998,110.379997,108.580002,108.989998,108.989998,7412600
2023-11-08,109.230003,112.559998,109.190002,112.330002,112.330002,10994900
2023-11-09,112.400002,113.309998,111.610001,112.180000,112.180000,6853900
2023-11-10,112.089996,113.180000,111.139999,113.070000,113.070000,5233900
2023-11-13,113.070000,114.489998,112.779999,114.150002,114.150002,5740500
2023-11-14,114.860001,116.459999,114.449997,116.099998,116.099998,6733700
2023-11-15,116.150002,116.309998,113.930000,114.059998,114.059998,7386200
2023-11-16,113.760002,115.870003,113.470001,114.669998,114.669998,7476100
2023-11-17,114.610001,115.639999,114.160004,115.360001,115.360001,4791300
2023-11-20,115.650002,117.150002,115.510002,116.919998,116.919998,5728300
2023-11-21,117.209999,117.669998,115.680000,116.080002,116.080002,5995300
2023-11-22,116.699997,117.290001,115.510002,116.239998,116.239998,4343700
2023-11-24,116.489998,116.589996,115.339996,116.250000,116.250000,2168200
2023-11-27,116.010002,116.769997,115.449997,116.470001,116.470001,5165300
2023-11-28,116.000000,116.800003,115.870003,116.239998,116.239998,4892600
2023-11-29,117.339996,117.580002,115.959999,116.209999,116.209999,6127200
2023-11-30,116.860001,117.230003,115.180000,116.209999,116.209999,11075600
2023-12-01,116.070000,117.349998,115.260002,117.160004,117.160004,5738000
2023-12-04,116.269997,116.680000,114.550003,115.779999,115.779999,5587500
2023-12-05,114.570000,115.269997,113.809998,114.529999,114.529999,5913600
2023-12-06,114.940002,114.989998,111.930000,112.029999,112.029999,7815700
2023-12-07,112.410004,113.029999,111.809998,112.870003,112.870003,6772800
2023-12-08,112.010002,113.639999,111.589996,113.610001,113.610001,7753900
2023-12-11,113.769997,115.349998,113.610001,115.129997,115.129997,19544200
2023-12-12,102.699997,104.949997,100.690002,100.809998,100.809998,57666500
2023-12-13,101.080002,103.099998,99.260002,102.989998,102.989998,29392200
2023-12-14,101.870003,102.250000,99.870003,100.309998,100.309998,22865200
2023-12-15,99.690002,103.989998,99.360001,103.320000,103.320000,30198200
2023-12-18,103.410004,106.160004,102.910004,105.000000,105.000000,13473100
2023-12-19,104.980003,106.339996,104.800003,106.250000,106.250000,10108500
2023-12-20,105.949997,106.089996,104.050003,104.150002,104.150002,9235300
2023-12-21,104.699997,105.629997,104.519997,104.930099,104.930099,2546865